seqnames	start	end	width	strand	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	annotation	geneChr	geneStart	geneEnd	geneSymbol	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr15	27795643	27797642	2000	*	2.39304577701695e-11	-0.190927400655112	0.033	0.142	4.15669658422067e-06	Intron (ENSMUST00000090247.6/223435, intron 34 of 56)	15	27773888	27788638	Trio	14751	2	223435	ENSMUST00000226287.1	-7005
chr13	60600730	60604030	3301	*	2.88164182348767e-11	-0.217900373058737	0.027	0.132	5.00538303097985e-06	Promoter (<=1kb)	13	60601947	60762802	Dapk1	160856	1	69635	ENSMUST00000226059.1	0
chr10	116928649	116936540	7892	*	3.028077363079e-11	-0.2286672382526	0.237	0.446	5.25974009889459e-06	Intron (ENSMUST00000020375.6/216363, intron 3 of 9)	10	116915940	116919933	Rab3ip	3994	2	216363	ENSMUST00000219570.1	-8716
chr16	52142566	52150275	7710	*	3.30218491530675e-11	-0.226542713941026	0.258	0.462	5.73586217603868e-06	Promoter (2-3kb)	16	52152526	52156661	Cblb	4136	1	208650	ENSMUST00000228247.1	-2251
chr2	68957297	68961066	3770	*	3.99746116936046e-11	-0.214472671140549	0.049	0.172	6.94355007656742e-06	Promoter (<=1kb)	2	68959911	69051328	Cers6	91418	1	241447	ENSMUST00000141498.1	0
chr12	15997896	15999670	1775	*	4.55911642802113e-11	-0.243839395106375	0.05	0.177	7.91913964430843e-06	Exon (ENSMUST00000223158.1/ENSMUST00000223158.1, exon 7 of 10)	12	15793318	15816922	Trib2	23605	2	217410	ENSMUST00000221518.1	-180974
chr15	25620447	25626595	6149	*	7.22374337692351e-11	-0.199998278290389	0.185	0.377	1.25475700082824e-05	Promoter (<=1kb)	15	25622525	25813673	Myo10	191149	1	17909	ENSMUST00000110457.7	0
chr18	55546705	55551200	4496	*	1.15541540335241e-10	-0.230079531816176	0.097	0.248	2.00694500146911e-05	Distal Intergenic	18	54888723	54992555	Zfp608	103833	2	269023	ENSMUST00000237844.1	-554150
chr7	139150887	139153450	2564	*	1.26319287538462e-10	0.372153660690985	0.288	0.116	2.19415339261433e-05	Intron (ENSMUST00000016125.11/57740, intron 1 of 11)	7	139103638	139188517	Stk32c	84880	2	57740	ENSMUST00000016125.11	35067
chr10	20218852	20221257	2406	*	1.70146228406483e-10	-0.215804780096832	0.03	0.132	2.95542297279777e-05	Intron (ENSMUST00000020173.15/17761, intron 1 of 17)	10	20229795	20251892	Map7	22098	1	17761	ENSMUST00000213312.1	-8538
chr10	24590430	24593526	3097	*	2.15190281742304e-10	-0.344924232505587	0.052	0.169	3.73783367483565e-05	Promoter (<=1kb)	10	24580048	24593758	NA	13711	2	102638890	ENSMUST00000141076.1	232
chr1	137805946	137807901	1956	*	2.54931531211389e-10	-0.22189497773191	0.023	0.116	4.42813520398871e-05	Distal Intergenic	1	137966455	137966541	NA	87	1	735252	ENSMUST00000083631.1	-158554
chr7	128372002	128377651	5650	*	5.20748503874733e-10	-0.240150841420793	0.202	0.383	9.04534943745372e-05	Promoter (<=1kb)	7	128374001	128376337	Rgs10	2337	2	67865	ENSMUST00000129144.1	0
chr13	104619976	104623790	3815	*	5.81779731105124e-10	-0.303799699296817	0.187	0.377	0.000101054557513229	Distal Intergenic	13	104792484	104838360	Srek1ip1	45877	1	67288	ENSMUST00000145661.7	-168694
chr5	134275037	134278481	3445	*	6.94536333877526e-10	-0.186043793393725	0.03	0.129	0.000120640266658192	Promoter (<=1kb)	5	134263709	134275043	Gtf2i	11335	2	14886	ENSMUST00000173887.1	0
chr4	56914625	56916778	2154	*	7.59834953040765e-10	-0.191019755305759	0.024	0.116	0.000131982571508228	Exon (ENSMUST00000068792.12/242474, exon 8 of 18)	4	56879876	56923458	Tmem245	43583	2	242474	ENSMUST00000132816.7	6680
chr11	5411088	5417416	6329	*	9.67065465593915e-10	-0.161326094931813	0.16	0.332	0.000167978304308197	Intron (ENSMUST00000109867.7/407821, intron 1 of 8)	11	5276324	5444847	Znrf3	168524	2	407821	ENSMUST00000109867.7	27431
chr3	83986346	83990285	3940	*	1.00968226150752e-09	-0.262378281361719	0.041	0.148	0.000175380799141595	Intron (ENSMUST00000191758.5/229473, intron 3 of 34)	3	83921365	83968228	Tmem131l	46864	2	229473	ENSMUST00000194432.5	-18118
chr1	152007538	152011075	3538	*	1.22238027262349e-09	-0.192754299527628	0.185	0.364	0.000212326230974428	Intron (ENSMUST00000187603.6/69399, intron 1 of 6)	1	151893237	152055292	1700025G04Rik	162056	2	69399	ENSMUST00000121533.2	44217
chr15	5740392	5741138	747	*	1.2626904921874e-09	-0.320854285389683	0.043	0.15	0.000219328075802459	Distal Intergenic	15	5496318	5594983	NA	98666	1	71432	ENSMUST00000228069.1	244074
chr2	59466171	59472655	6485	*	1.27143737477341e-09	-0.15730409199455	0.153	0.325	0.000220847400560766	Distal Intergenic	2	59484653	59505020	Dapl1	20368	1	76747	ENSMUST00000028369.5	-11998
chr1	164061003	164064709	3707	*	1.47282119728915e-09	-0.209586160405123	0.083	0.214	0.000255827569147927	Promoter (<=1kb)	1	164061982	164084181	Sell	22200	1	20343	ENSMUST00000192047.5	0
chr7	80107666	80110066	2401	*	1.76244952817153e-09	-0.242489181154576	0.056	0.172	0.000306135720593866	Intron (ENSMUST00000107384.9/269951, intron 1 of 10)	7	80095059	80115304	Idh2	20246	2	269951	ENSMUST00000206714.1	5238
chr15	100087722	100093752	6031	*	1.82321674260914e-09	-0.223532978221746	0.08	0.214	0.000316690924974465	Exon (ENSMUST00000230449.1/ENSMUST00000230449.1, exon 1 of 1)	15	100038664	100219473	Dip2b	180810	1	239667	ENSMUST00000100203.9	49058
chr9	51764250	51767254	3005	*	1.99844255944835e-09	-0.272745483583049	0.132	0.288	0.000347127474133619	Promoter (<=1kb)	9	51765337	51790249	Arhgap20	24913	1	244867	ENSMUST00000124907.1	0
chr10	41613787	41616242	2456	*	2.19586313543644e-09	-0.186383755393433	0.06	0.179	0.000381419230762174	Promoter (<=1kb)	10	41610007	41612837	Ccdc162	2831	2	75973	ENSMUST00000187853.1	-950
chr5	140868670	140875242	6573	*	2.36286789733555e-09	-0.160481335603524	0.175	0.343	0.000410427790899287	3' UTR	5	140872992	140882205	Card11	9214	2	108723	ENSMUST00000196169.1	6963
chr4	134651279	134655412	4134	*	2.36436975194591e-09	-0.183879582058707	0.021	0.106	0.000410688661543253	Intron (ENSMUST00000038628.3/230815, intron 2 of 12)	4	134567889	134703767	Man1c1	135879	2	230815	ENSMUST00000176606.1	48355
chr5	72757018	72765251	8234	*	2.51719332037527e-09	-0.152813531546861	0.104	0.248	0.000437233962555865	3' UTR	5	72695978	72752777	Txk	56800	2	22165	ENSMUST00000113604.9	-4241
chr7	114137675	114140480	2806	*	2.54674024989509e-09	-0.228735442511313	0.076	0.206	0.000442366234666528	Distal Intergenic	7	114046782	114117781	Rras2	71000	2	66922	ENSMUST00000069449.6	-19894
chr16	96158396	96160289	1894	*	2.66583532668021e-09	-0.27428616743159	0.054	0.166	0.000463052930409026	3' UTR	16	96151810	96154183	Wrb	2374	1	71446	ENSMUST00000232884.1	6586
chr14	78908046	78911915	3870	*	2.97543858043486e-09	-0.180290407846344	0.021	0.106	0.000516830705982954	Exon (ENSMUST00000040990.6/219189, exon 3 of 45)	14	78849254	79065268	Vwa8	216015	1	219189	ENSMUST00000227255.1	58792
chr1	55362602	55364400	1799	*	3.12216924948793e-09	-0.206566582125627	0.15	0.311	0.000542317676466804	Promoter (<=1kb)	1	55300069	55362726	Boll	62658	2	75388	ENSMUST00000114423.6	0
chr9	118820856	118822546	1691	*	3.21774128430351e-09	-0.221514791937996	0.059	0.177	0.000558918443342235	Intron (ENSMUST00000044165.13/104099, intron 18 of 27)	9	118807284	118843848	Itga9	36565	1	104099	ENSMUST00000149150.1	13572
chr1	167267861	167272487	4627	*	3.5712529741046e-09	-0.224371914178476	0.109	0.248	0.000620323070348996	Intron (ENSMUST00000053686.8/80914, intron 1 of 6)	1	167229893	167284601	Uck2	54709	2	80914	ENSMUST00000192269.2	12114
chr12	76844150	76845524	1375	*	3.81456709057246e-09	-0.199332185964258	0.027	0.116	0.000662586489065346	Exon (ENSMUST00000151864.1/110606, exon 2 of 2)	12	76840295	76887805	Fntb	47511	1	110606	ENSMUST00000123887.1	3855
chr2	72143698	72146640	2943	*	4.98587226149735e-09	-0.202599816528845	0.099	0.235	0.000866041025949828	Promoter (2-3kb)	2	72140728	72163386	Rapgef4	22659	1	56508	ENSMUST00000151236.1	2970
chr11	78688658	78691752	3095	*	5.61185749400863e-09	-0.197617475665994	0.064	0.182	0.000974774034851805	Intron (ENSMUST00000142739.7/18099, intron 1 of 10)	11	78617272	78696494	Nlk	79223	2	18099	ENSMUST00000165271.1	4742
chr8	35677518	35681233	3716	*	6.08167769525418e-09	-0.147174033313903	0.06	0.174	0.00105638133398796	3' UTR	8	35607277	35677020	Mfhas1	69744	1	52065	ENSMUST00000154989.1	70241
chr12	70848496	70853877	5382	*	7.2465474530799e-09	-0.257130623852911	0.082	0.208	0.00125871804605253	Intron (ENSMUST00000057859.8/319710, intron 1 of 13)	12	70871525	70900006	Frmd6	28482	1	319710	ENSMUST00000220515.1	-17648
chr11	34681490	34684444	2955	*	8.09922385878536e-09	-0.212362415406771	0.07	0.19	0.00140682708504716	Intron (ENSMUST00000093193.11/94176, intron 22 of 51)	11	34361959	34688479	Dock2	326521	2	94176	ENSMUST00000101364.2	4035
chr10	21195509	21197206	1698	*	9.20453591412541e-09	-0.218061367668113	0.031	0.121	0.00159881868374767	Distal Intergenic	10	21186947	21188618	NA	1672	1	102636600	ENSMUST00000216598.1	8562
chr16	51718527	51720799	2273	*	9.57299554596634e-09	-0.193996315361493	0.041	0.14	0.00166281975333881	Distal Intergenic	16	51982484	51985785	NA	3302	2	629091	ENSMUST00000231890.1	264986
chr11	67562406	67565076	2671	*	9.77213205561738e-09	0.318652134057739	0.193	0.066	0.00169740956592868	Intron (ENSMUST00000108681.7/14457, intron 1 of 13)	11	67547154	67684974	Gas7	137821	1	14457	ENSMUST00000041611.11	15252
chr9	25184087	25187689	3603	*	1.01884145738106e-08	-0.183108950009499	0.134	0.282	0.00176971742305633	Distal Intergenic	9	25108132	25151820	Herpud2	43689	2	80517	ENSMUST00000008573.8	-32267
chr3	121424594	121431405	6812	*	1.03734073220263e-08	-0.17881005509307	0.112	0.245	0.00180185047842864	Promoter (<=1kb)	3	121426497	121458207	Cnn3	31711	1	71994	ENSMUST00000029773.12	0
chr12	28806914	28810802	3889	*	1.04893294392513e-08	-0.129103087029044	0.039	0.135	0.00182198603426851	Exon (ENSMUST00000222829.1/ENSMUST00000222829.1, exon 1 of 2)	12	28857312	28867123	Tssc1	9812	1	380752	ENSMUST00000221574.1	-46510
chr17	52467729	52469408	1680	*	1.05696902026472e-08	-0.148804428003352	0.052	0.158	0.00183594461850962	Distal Intergenic	17	52592981	52602660	NA	9680	2	108168350	ENSMUST00000183438.1	133252
chr2	72873628	72876048	2421	*	1.08076385754226e-08	-0.163053378513559	0.031	0.121	0.00187727601291233	Distal Intergenic	2	72784674	72813717	NA	29044	2	76218	ENSMUST00000148327.7	-59911
chr11	61668659	61677030	8372	*	1.23672181765809e-08	-0.229191927498499	0.127	0.274	0.00214817343005392	Promoter (<=1kb)	11	61669046	61669880	Grap	835	1	71520	ENSMUST00000155380.1	0
chr17	31903821	31906583	2763	*	1.44085160882469e-08	-0.194499261025677	0.021	0.1	0.00250274483601239	Distal Intergenic	17	31844250	31855804	Sik1	11555	2	17691	ENSMUST00000024839.5	-48017
chr2	27209196	27212902	3707	*	1.6249494063452e-08	-0.201798510137191	0.083	0.211	0.00282252086932755	Promoter (<=1kb)	2	27189382	27209937	Sardh	20556	2	192166	ENSMUST00000156434.8	0
chr10	118632151	118634377	2227	*	1.88179631679571e-08	-0.155841295532463	0.059	0.166	0.00326866138431098	Distal Intergenic	10	118502035	118556525	NA	54491	2	103214	ENSMUST00000220034.1	-75626
chr6	142949069	142957425	8357	*	1.92297852332534e-08	-0.161011922428258	0.167	0.332	0.00334019446523088	Intron (ENSMUST00000032421.3/20449, intron 1 of 4)	6	142828232	142964141	St8sia1	135910	2	20449	ENSMUST00000205149.2	6716
chr10	40495924	40503260	7337	*	2.03646033580245e-08	-0.232735017709512	0.06	0.169	0.0035373112386855	Distal Intergenic	10	40570336	40604132	Slc22a16	33797	1	70840	ENSMUST00000078314.13	-67076
chr2	25169901	25173683	3783	*	2.11545798677054e-08	-0.195150648608588	0.024	0.106	0.00367452936844057	Intron (ENSMUST00000238850.1/ENSMUST00000238850.1, intron 13 of 13)	2	25180758	25183339	Nrarp	2582	1	67122	ENSMUST00000104999.3	-7075
chr5	147337253	147342719	5467	*	2.2509074587918e-08	-0.153936389215776	0.062	0.172	0.00390980374684678	Exon (ENSMUST00000049324.12/14255, exon 20 of 24)	5	147314984	147322440	Urad	7457	2	231903	ENSMUST00000100433.4	-14813
chr3	103089650	103092966	3317	*	2.34734129884965e-08	-0.139502239489018	0.04	0.135	0.00407730836268885	Promoter (<=1kb)	3	103093779	103094806	Ampd1	1028	1	229665	ENSMUST00000199407.1	-813
chr2	58193784	58196055	2272	*	2.36578429510471e-08	-0.229445436324544	0.04	0.135	0.00410934366275393	Promoter (<=1kb)	2	58133849	58195517	Cytip	61669	2	227929	ENSMUST00000144117.7	0
chr6	99426416	99430194	3779	*	2.38651963182649e-08	-0.149025408803067	0.053	0.156	0.00414536073528629	Intron (ENSMUST00000113322.8/108655, intron 1 of 18)	6	98925342	99435345	Foxp1	510004	2	108655	ENSMUST00000113322.8	5151
chr17	48298620	48304578	5959	*	2.55677643494033e-08	-0.154997336596624	0.099	0.23	0.004441095099727	Promoter (<=1kb)	17	48299498	48303801	Treml2	4304	1	328833	ENSMUST00000233496.1	0
chr13	28756513	28759638	3126	*	2.68896751732556e-08	-0.157572729764951	0.033	0.121	0.00467070968791932	Intron (ENSMUST00000148885.7/72518, intron 3 of 7)	13	28710781	28710873	NA	93	2	102466635	ENSMUST00000184136.1	-45640
chr15	101249317	101251311	1995	*	2.71563252225807e-08	-0.186962217341405	0.034	0.124	0.00471702653483704	Promoter (2-3kb)	15	101254269	101274795	Nr4a1	20527	1	15370	ENSMUST00000228985.1	-2958
chr12	76867158	76870193	3036	*	2.78563775891192e-08	-0.228152267886254	0.079	0.198	0.00483862493085241	Intron (ENSMUST00000125842.7/110606, intron 3 of 12)	12	76887058	76910246	Fntb	23189	1	110606	ENSMUST00000154743.1	-16865
chr9	58139159	58140611	1453	*	2.85775603597555e-08	-0.192200922831459	0.036	0.127	0.00496389365692916	Exon (ENSMUST00000145886.1/20897, exon 4 of 5)	9	58134810	58139366	Stra6	4557	1	20897	ENSMUST00000134450.1	4349
chr3	35317464	35319945	2482	*	2.9262419322058e-08	-0.206033675326235	0.082	0.203	0.00508285297382216	Distal Intergenic	3	35618814	35630964	NA	12151	2	625963	ENSMUST00000199182.1	311019
chr8	41333994	41334741	748	*	2.99391025014344e-08	-0.300130358349997	0.034	0.121	0.00520039216539666	Distal Intergenic	8	41341310	41343856	Asah1	2547	2	11886	ENSMUST00000131796.1	9115
chr6	49208086	49211138	3053	*	3.03677916852557e-08	-0.231630252871409	0.063	0.172	0.00527485504793723	Intron (ENSMUST00000031838.8/140488, intron 2 of 14)	6	49093111	49214161	Igf2bp3	121051	2	140488	ENSMUST00000203544.2	3023
chr13	28500410	28503432	3023	*	3.48895728942458e-08	-0.220355306208331	0.097	0.227	0.00606028392215759	Intron (ENSMUST00000134787.7/72518, intron 2 of 2)	13	28460941	28516781	NA	55841	2	72518	ENSMUST00000154298.1	13349
chr13	58064415	58069511	5097	*	3.5548694552095e-08	-0.19508998204362	0.114	0.248	0.00617477269500435	Intron (ENSMUST00000091583.5/100503085, intron 6 of 16)	13	58000228	58102428	Klhl3	102201	2	100503085	ENSMUST00000091583.5	32917
chr6	116003324	116008625	5302	*	3.59671184143246e-08	-0.247373025707641	0.064	0.174	0.00624745250144976	Distal Intergenic	6	115954811	115995005	Plxnd1	40195	2	67784	ENSMUST00000015511.14	-8319
chr1	39839369	39844190	4822	*	3.77622325122955e-08	-0.178136995204907	0.263	0.451	0.00655926202515321	Promoter (1-2kb)	1	39839175	39845699	NA	6525	2	73426	ENSMUST00000187091.6	1509
chr5	139164733	139168171	3439	*	3.8400923572276e-08	-0.130988228917428	0.147	0.306	0.00667020202358077	Promoter (<=1kb)	5	139167120	139178003	Dnaaf5	10884	1	433956	ENSMUST00000127542.1	0
chr6	66971121	66974480	3360	*	3.85943274369187e-08	-0.159206558585137	0.053	0.156	0.00670379608146534	Intron (ENSMUST00000043148.12/14701, intron 3 of 4)	6	67036599	67080654	NA	44056	1	320172	ENSMUST00000130657.7	-62119
chr5	135536706	135538705	2000	*	4.02827070486312e-08	0.291563389595995	0.278	0.145	0.00699706593164019	Intron (ENSMUST00000060311.11/215114, intron 1 of 30)	5	135406531	135545115	Hip1	138585	2	215114	ENSMUST00000060311.11	6410
chr15	93948269	93951062	2794	*	4.25932924591468e-08	-0.21141219891159	0.053	0.156	0.00739841230686135	Distal Intergenic	15	93904856	93927111	NA	22256	2	77248	ENSMUST00000230109.1	-21158
chr2	104171945	104173546	1602	*	4.41777779356922e-08	-0.178316513275416	0.122	0.261	0.0076736358496518	Intron (ENSMUST00000089726.9/241589, intron 16 of 20)	2	104152180	104158419	D430041D05Rik	6240	2	241589	ENSMUST00000155458.1	-13526
chr15	78711529	78713615	2087	*	4.48352745937667e-08	-0.19326994760569	0.08	0.203	0.00778784236166268	Promoter (<=1kb)	15	78674557	78710779	Elfn2	36223	2	207393	ENSMUST00000229550.1	-750
chr4	135426236	135430147	3912	*	4.56689914354807e-08	-0.153354207191868	0.027	0.108	0.00793265814335157	Promoter (<=1kb)	4	135412308	135425267	Rcan3	12960	2	53902	ENSMUST00000132654.7	-969
chr5	89881747	89884348	2602	*	4.59958932732598e-08	-0.248688910343513	0.049	0.145	0.00798944066567196	Promoter (<=1kb)	5	89677087	89882935	Adamts3	205849	2	330119	ENSMUST00000061427.9	0
chr11	113784601	113789218	4618	*	4.63952817926395e-08	-0.182650053706673	0.057	0.161	0.00805881405209968	Intron (ENSMUST00000041627.13/237979, intron 44 of 44)	11	113793839	113810423	Sdk2	16585	2	237979	ENSMUST00000156955.1	21205
chr15	12284550	12286203	1654	*	4.64984530100952e-08	-0.240322209977744	0.037	0.127	0.00807673478940053	Distal Intergenic	15	12321450	12343430	Golph3	21981	1	66629	ENSMUST00000228301.1	-35247
chr7	102336636	102339639	3004	*	4.80914244421895e-08	-0.188128064654618	0.143	0.293	0.00835343233418388	Intron (ENSMUST00000033289.5/20866, intron 1 of 11)	7	102268327	102435900	Stim1	167574	1	20866	ENSMUST00000211457.1	68309
chr11	99107962	99111847	3886	*	5.02144640869255e-08	-0.161460577543135	0.026	0.106	0.00872220219743488	Distal Intergenic	11	99065678	99089306	Tns4	23629	2	217169	ENSMUST00000017751.2	-18656
chr1	157012691	157018513	5823	*	5.17404966983868e-08	-0.194434208341787	0.027	0.108	0.00898727253601308	Intron (ENSMUST00000190681.1/ENSMUST00000190681.1, intron 2 of 2)	1	156813081	156939626	Ralgps2	126546	2	78255	ENSMUST00000185198.6	-73065
chr15	103363995	103368907	4913	*	5.22506009457584e-08	-0.192658912452538	0.086	0.203	0.00907587713367728	Promoter (<=1kb)	15	103344286	103366748	Itga5	22463	2	16402	ENSMUST00000215331.1	0
chr19	47457715	47466290	8576	*	5.22547364471581e-08	-0.177648546468604	0.185	0.346	0.00907659546613491	Promoter (<=1kb)	19	47260174	47464401	Sh3pxd2a	204228	2	14218	ENSMUST00000081619.9	0
chr15	78682890	78685447	2558	*	5.51672434876179e-08	-0.210932038590583	0.076	0.193	0.00958249502655574	Intron (ENSMUST00000229441.1/207393, intron 1 of 1)	15	78674383	78675226	Elfn2	844	2	207393	ENSMUST00000230478.1	-7664
chr19	40255799	40259000	3202	*	5.63587545627976e-08	-0.159898850804195	0.163	0.319	0.00978945930880339	Intron (ENSMUST00000068439.12/54132, intron 1 of 6)	19	40221173	40271616	Pdlim1	50444	2	54132	ENSMUST00000068439.12	12616
chr3	97293976	97298756	4781	*	5.67032413743902e-08	-0.155307292101963	0.147	0.293	0.0098492963234902	Promoter (<=1kb)	3	97216553	97297917	Bcl9	81365	2	77578	ENSMUST00000196586.1	0
chr1	9846141	9851693	5553	*	5.83744428825668e-08	-0.166573455365326	0.102	0.227	0.010139582354259	Promoter (<=1kb)	1	9848272	9900843	Sgk3	52572	1	170755	ENSMUST00000171265.7	0
chr3	148849517	148853204	3688	*	6.12174609040251e-08	-0.146726978555035	0.043	0.135	0.0106334117415683	Exon (ENSMUST00000106128.6/99633, exon 5 of 23)	3	148827172	148835525	Adgrl2	8354	2	99633	ENSMUST00000197521.1	-13992
chr18	79255924	79259544	3621	*	6.14420943115552e-08	-0.165846866995605	0.157	0.309	0.0106724303398228	Distal Intergenic	18	78750380	79109391	Setbp1	359012	2	240427	ENSMUST00000025430.10	-146533
chr2	128082688	128088866	6179	*	6.23365167538539e-08	-0.176460091305289	0.092	0.216	0.0108277906236277	Exon (ENSMUST00000028859.7/74121, exon 16 of 18)	2	128126038	128130015	Bcl2l11	3978	1	12125	ENSMUST00000146023.7	-37172
chr10	62850788	62852342	1555	*	6.38403180789332e-08	-0.15385859683332	0.029	0.111	0.0110889994099926	Intron (ENSMUST00000050826.13/52463, intron 2 of 10)	10	62839097	62865304	Tet1	26208	2	52463	ENSMUST00000173081.1	12962
chr8	13978161	13980729	2569	*	6.49933391838419e-08	-0.167950621414533	0.04	0.129	0.0112892780228941	Distal Intergenic	8	13954113	13975032	Tdrp	20920	2	72148	ENSMUST00000145695.1	-3129
chr17	52600517	52603720	3204	*	6.54427124843765e-08	-0.174940849959475	0.062	0.166	0.0113673337158237	Promoter (<=1kb)	17	52592981	52602660	NA	9680	2	108168350	ENSMUST00000183438.1	0
chr5	151246860	151248151	1292	*	6.61053154970318e-08	-0.181592217966537	0.047	0.142	0.0114824271965189	Intron (ENSMUST00000202365.1/243362, intron 2 of 5)	5	151073308	151233836	Stard13	160529	2	243362	ENSMUST00000126770.1	-13024
chr4	35095475	35098136	2662	*	7.00481423805433e-08	-0.206811127568916	0.041	0.132	0.012167292283358	Intron (ENSMUST00000102975.9/214944, intron 1 of 3)	4	35152056	35154005	Ifnk	1950	1	387510	ENSMUST00000058595.6	-53920
chr5	136464014	136466748	2735	*	7.23186227082135e-08	-0.237048347226955	0.031	0.116	0.012561672445794	Intron (ENSMUST00000176216.8/13047, intron 2 of 22)	5	136375716	136375803	NA	88	2	723975	ENSMUST00000200230.1	-88211
chr19	11525283	11529014	3732	*	7.29138858726637e-08	-0.204979472455869	0.04	0.129	0.0126650690621958	3' UTR	19	11521671	11527417	Ms4a6b	5747	1	69774	ENSMUST00000161283.1	3612
chr14	101509402	101511801	2400	*	7.59629034885151e-08	-0.284409187846374	0.096	0.222	0.0131946803730516	Promoter (2-3kb)	14	101442368	101507326	Tbc1d4	64959	2	210789	ENSMUST00000159951.7	-2076
chr17	5088366	5095871	7506	*	7.76525780728651e-08	-0.168810216404111	0.096	0.219	0.0134881751586786	Intron (ENSMUST00000124362.1/239985, intron 2 of 2)	17	5040578	5127640	Arid1b	87063	1	239985	ENSMUST00000146703.1	47788
chr9	13554350	13557397	3048	*	7.80854987541498e-08	-0.218509337931938	0.043	0.137	0.0135633730480971	Intron (ENSMUST00000159294.8/270118, intron 1 of 4)	9	13621646	13707343	Maml2	85698	1	270118	ENSMUST00000034401.14	-64249
chr15	93750754	93752468	1715	*	7.90515695935538e-08	-0.255714353717796	0.052	0.15	0.0137311785868307	Distal Intergenic	15	93499114	93595891	Prickle1	96778	2	106042	ENSMUST00000048982.10	-154863
chr11	68384449	68388956	4508	*	7.91879626304172e-08	-0.232944693294511	0.097	0.222	0.0137548699209408	Promoter (<=1kb)	11	68209364	68386826	Ntn1	177463	2	18208	ENSMUST00000021284.3	0
chr3	115699243	115705408	6166	*	7.98163354269321e-08	-0.176033825166402	0.06	0.164	0.0138640176473227	Distal Intergenic	3	115710433	115715072	S1pr1	4640	2	13609	ENSMUST00000055676.3	9664
chr1	38693276	38696840	3565	*	8.16328309288917e-08	-0.185253007659236	0.069	0.177	0.0141795410995176	Distal Intergenic	1	38535159	38664955	Aff3	129797	2	16764	ENSMUST00000134963.1	-28321
chr1	82973265	82974924	1660	*	8.23039848105789e-08	-0.19871073961023	0.057	0.158	0.0142961198576127	Distal Intergenic	1	83012524	83020232	Slc19a3	7709	2	80721	ENSMUST00000142805.1	45308
chr14	122011320	122020321	9002	*	8.26862447490052e-08	-0.12768181042027	0.119	0.251	0.0143625180266575	3' UTR	14	122034674	122038420	Timm8a2	3747	1	223262	ENSMUST00000045976.6	-14353
chr18	54984546	54993520	8975	*	8.48310245281745e-08	-0.208819592155771	0.197	0.354	0.0147350641295194	Promoter (<=1kb)	18	54888048	54990166	Zfp608	102119	2	269023	ENSMUST00000064763.6	0
